time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010446200000	16.308	4.37596	5.12259	0.700262	0.372055	lidar	1.75547	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5189	4.54148	5.17671	0.713007	0.36312	radar	0.691989	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6959	4.70471	5.14477	0.731898	0.363954	lidar	3.73565	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8493	4.88091	4.90309	0.7694	0.398798	radar	3.36742	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0096	5.10909	4.96121	0.814526	0.429753	lidar	3.21463	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.182	5.269	4.92858	0.826673	0.418673	radar	1.48058	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3374	5.44953	4.91425	0.849062	0.420394	lidar	0.992966	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4965	5.60519	4.83987	0.860581	0.410513	radar	2.75246	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.6852	5.72612	4.78106	0.848264	0.370513	lidar	6.50205	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8334	5.90864	4.71189	0.87317	0.382216	radar	0.574135	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0034	6.10859	4.76272	0.892902	0.383296	lidar	7.44837	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1568	6.31205	4.8223	0.914671	0.384814	radar	0.92149	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2763	6.56247	4.88795	0.962241	0.419313	lidar	4.08021	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4106	6.7715	4.8792	0.987945	0.426588	radar	0.267902	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5566	6.90389	4.77192	0.979946	0.390849	lidar	6.68074	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.708	7.11217	4.88298	0.990675	0.374448	radar	0.801555	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9052	7.25147	4.83056	0.966272	0.322807	lidar	22.2986	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	18.9973	7.43828	4.6492	0.99986	0.352133	radar	3.58098	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0841	7.7204	4.76359	1.05738	0.400485	lidar	8.14388	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2077	7.92363	4.79052	1.07049	0.389564	radar	0.273147	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2849	8.14642	4.78274	1.10554	0.407739	lidar	9.21354	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3852	8.35603	4.8229	1.12158	0.397103	radar	2.13654	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4806	8.4968	4.67529	1.12104	0.371857	lidar	19.9444	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5754	8.69686	4.61926	1.1405	0.375724	radar	0.427958	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7353	8.87615	4.60567	1.1268	0.337878	lidar	27.7721	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8134	9.08794	4.5332	1.15641	0.358924	radar	0.923245	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9392	9.32914	4.61931	1.16993	0.354889	lidar	25.5592	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9907	9.5363	4.47706	1.20864	0.390228	radar	2.26035	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0722	9.79134	4.56616	1.23831	0.403095	lidar	7.90663	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1337	10.0452	4.68366	1.26744	0.408431	radar	7.4652	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1775	10.3358	4.80309	1.31331	0.439069	lidar	5.60969	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1954	10.5658	4.69772	1.3598	0.478889	radar	2.81286	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2495	10.8529	4.81702	1.39322	0.490856	lidar	15.1349	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2761	11.1173	4.89383	1.42542	0.49624	radar	4.87437	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.3108	11.3553	4.88548	1.44834	0.494031	lidar	0.0241821	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2596	11.5957	4.72006	1.52349	0.57687	radar	10.1418	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3305	11.834	4.7313	1.52749	0.549011	lidar	36.3241	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3551	12.0727	4.84666	1.53193	0.501727	radar	3.92246	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3367	12.3742	4.97731	1.57465	0.522365	lidar	4.85015	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2883	12.6073	4.85031	1.63211	0.578389	radar	3.04175	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3156	12.8404	4.82454	1.64187	0.556914	lidar	13.9967	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3071	13.065	4.78068	1.6646	0.552537	radar	2.07771	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2747	13.2702	4.71094	1.6923	0.552106	lidar	6.5016	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2379	13.5035	4.73861	1.71711	0.54233	radar	1.32509	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2131	13.7707	4.80887	1.74073	0.538995	lidar	10.4243	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1609	13.9923	4.75449	1.77539	0.554486	radar	0.788272	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.1008	14.2564	4.83022	1.80729	0.55971	lidar	2.48151	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0295	14.4846	4.83	1.83826	0.560952	radar	1.36043	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9144	14.7511	4.93509	1.88501	0.582285	lidar	6.36596	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8491	14.967	4.91651	1.90017	0.553971	radar	3.4024	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8256	15.1745	4.82192	1.90585	0.529438	lidar	14.64	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.7005	15.3737	4.67793	1.98089	0.6288	radar	7.67548	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6814	15.5454	4.52397	1.98518	0.598308	lidar	19.5348	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.5967	15.7398	4.5013	2.00878	0.586129	radar	1.23049	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4855	15.9635	4.55941	2.04116	0.58977	lidar	0.727003	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3883	16.1674	4.5843	2.05529	0.555613	radar	1.81553	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2787	16.3457	4.53578	2.08541	0.557966	lidar	2.7435	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1668	16.536	4.51865	2.11445	0.561279	radar	0.215813	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0245	16.7628	4.61765	2.14617	0.565591	lidar	1.9943	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8679	16.9546	4.61397	2.20807	0.637205	radar	6.69328	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6734	17.216	4.84014	2.24685	0.645114	lidar	9.94831	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5748	17.4182	4.8156	2.2269	0.542588	radar	5.97876	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3481	17.626	4.95633	2.2759	0.565548	lidar	24.8294	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2095	17.8206	4.94935	2.27792	0.511506	radar	2.23344	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0847	18	4.88227	2.29296	0.500602	lidar	6.71128	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.91	18.1523	4.83568	2.33776	0.538171	radar	2.12132	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7941	18.2794	4.67138	2.35812	0.531329	lidar	4.7292	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6667	18.4546	4.63189	2.36512	0.502511	radar	6.55844	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4592	18.6497	4.7585	2.39363	0.505969	lidar	2.58749	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2822	18.787	4.72027	2.42954	0.525535	radar	1.77826	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1275	18.9177	4.64107	2.454	0.523724	lidar	1.02118	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9603	19.088	4.65833	2.46601	0.502198	radar	3.04665	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7392	19.2078	4.68392	2.50682	0.518651	lidar	20.495	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5453	19.3644	4.72679	2.53109	0.521557	radar	3.2685	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.305	19.5387	4.87282	2.55629	0.519922	lidar	3.40763	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.084	19.6197	4.83339	2.60833	0.560044	radar	10.1345	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8752	19.7659	4.87087	2.62844	0.551546	lidar	5.19868	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6917	19.8871	4.78788	2.63292	0.502093	radar	3.25896	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4489	20.0492	4.91788	2.64952	0.49207	lidar	6.40538	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2274	20.1986	4.96784	2.65984	0.470547	radar	5.50994	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0505	20.3213	4.8947	2.67233	0.459712	lidar	14.2322	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8183	20.4047	4.89714	2.71032	0.483537	radar	2.17276	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6058	20.5213	4.89655	2.72731	0.476074	lidar	4.48456	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3621	20.6129	4.94929	2.7632	0.501582	radar	1.21582	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.118	20.6846	4.95643	2.79576	0.509306	lidar	5.0777	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.8758	20.7592	4.98593	2.83056	0.5293	radar	0.324982	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.5964	20.8249	5.06421	2.86462	0.536342	lidar	10.111	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.342	20.8594	5.10385	2.91681	0.585981	radar	2.28365	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.105	20.8932	5.05891	2.9517	0.592491	lidar	1.49104	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8719	20.9529	5.02877	2.97251	0.580016	radar	1.84317	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.6948	20.9835	4.86826	2.99984	0.581311	lidar	13.6009	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4357	21.0277	4.92505	3.02629	0.579739	radar	2.51609	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.1905	21.0634	4.93354	3.05134	0.575372	lidar	0.94477	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9525	21.0831	4.933	3.08233	0.582794	radar	0.955637	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7186	21.0489	4.87842	1.03397	0.602086	lidar	13.5959	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.656	20.9328	4.86029	-1.41717	0.607371	radar	1.91217	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.4992	20.7808	4.99356	-1.73891	0.578627	lidar	40.5339	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.7441	20.5375	4.36218	-1.25184	0.624114	radar	13.7175	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	11.3635	20.4789	3.86208	-1.69828	0.611192	lidar	151.054	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	11.3698	20.3552	3.32167	-1.63307	0.639552	radar	19.2104	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.772	20.4764	2.44068	-2.11594	0.612055	lidar	308.318	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.7176	20.375	2.5371	-2.07651	0.606983	radar	5.60348	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	10.3825	20.4399	2.26501	-2.27375	0.574266	lidar	146.478	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	10.3	20.3615	2.30628	-2.25204	0.57138	radar	3.88542	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.99102	20.4171	2.22068	-2.40955	0.52616	lidar	131.405	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.91176	20.315	2.51002	-2.36017	0.537701	radar	7.17765	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	9.48627	20.3822	2.61509	-2.57512	0.447459	lidar	246.032	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	9.38619	20.2594	2.89971	-2.50851	0.489686	radar	4.72464	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.96922	20.2723	3.18222	-2.67796	0.384984	lidar	183.267	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.82527	20.1608	3.42705	-2.6173	0.44361	radar	4.65107	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	8.43365	20.1765	3.73387	-2.75277	0.327324	lidar	113.603	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	8.28245	20.0663	3.93543	-2.67384	0.422371	radar	8.50606	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.80334	20.0986	4.42807	-2.8311	0.266275	lidar	142.806	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.59881	19.9897	4.54485	-2.77341	0.339093	radar	2.49961	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	7.18812	19.9891	4.92438	-2.85852	0.242912	lidar	53.6922	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.96792	19.8914	4.98537	-2.80954	0.306424	radar	2.0088	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.60544	19.8659	5.24755	-2.85214	0.249226	lidar	21.1283	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.37889	19.7701	5.28851	-2.80594	0.311812	radar	4.71835	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	6.02731	19.7242	5.50698	-2.8305	0.270337	lidar	12.0089	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.7657	19.5789	5.65154	-2.76957	0.357207	radar	4.53343	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.56511	19.4816	5.51017	-2.74151	0.368978	lidar	8.85714	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.33065	19.3384	5.54636	-2.69813	0.410074	radar	2.41521	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.10161	19.2517	5.48874	-2.68524	0.403152	lidar	15.6683	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.88904	19.1462	5.38866	-2.66665	0.398815	radar	4.44731	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.7413	19.0017	5.20614	-2.62017	0.431732	lidar	7.01334	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.49524	18.8567	5.34358	-2.59126	0.451914	radar	1.7997	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.33621	18.7256	5.20138	-2.55612	0.469762	lidar	10.5394	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.14246	18.5865	5.10942	-2.53324	0.464042	radar	1.23187	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.05164	18.4311	4.88658	-2.47704	0.508042	lidar	15.0604	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.83033	18.2624	5.15992	-2.44209	0.539173	radar	7.23717	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
